Financial Year,Offence Month,Inf No,Face Value,Infringement Type,Offence Description,Location Details
2009/10,Jun,1,422,Red Light Camera,Not Stop at Red Light - Camera Detected - School Zone - Corporation,CHALMERS STREET (54) REDFERN (Z) NORTHBOUND
2009/10,Feb,2,676,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,PENNANT HILLS ROAD (47) THORNLEIGH NORTHBOUND
2006/07,Oct,3,924,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,KING GEORGES ROAD (42) BEVERLY HILLS NORTHBOUND
2006/07,Aug,1,308,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,ARTHUR STREET (122) STRATHFIELD EASTBOUND
2006/07,May,2,616,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,O'CONNELL STREET(22) PARRAMATTA NORTHBOUND
2005/06,Oct,1,300,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,GREAT WESTERN HIGHWAY(16) PARRAMATTA WESTBOUND
2007/08,Jul,1,318,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,PACIFIC HIGHWAY (505) GATESHEAD SOUTHBOUND
2008/09,Feb,1,324,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,FREDERICK ST ASHFIELD EASTBOUND
2009/10,Nov,1,338,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,VICTORIA ROAD(13) RYDALMERE EASTBOUND
2009/10,Sep,1,338,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,CHURCH STREET (74) RYDE NORTHBOUND
2004/05,Jul,168,37968,Red Light Camera,NOT STOP AT RED LIGHT (CAMERA DETECTED),CANTERBURY ROAD (89) CAMPSIE WESTBOUND
2004/05,Jan,50,11300,Red Light Camera,NOT STOP AT RED LIGHT (CAMERA DETECTED),SOUTH DOWLING STREET (66) SURRY HILLS NORTHBOUND
2004/05,Dec,366,82716,Red Light Camera,NOT STOP AT RED LIGHT (CAMERA DETECTED),O'CONNELL STREET(22) PARRAMATTA SOUTHBOUND
2004/05,Oct,211,47686,Red Light Camera,NOT STOP AT RED LIGHT (CAMERA DETECTED),CHURCH STREET (74) RYDE SOUTHBOUND
2004/05,Jul,244,55144,Red Light Camera,NOT STOP AT RED LIGHT (CAMERA DETECTED),CASTLE HILL ROAD (72) WEST PENNANT HILLS SOUTHBOUND
2004/05,Aug,373,84298,Red Light Camera,NOT STOP AT RED LIGHT (CAMERA DETECTED),PARRAMATTA ROAD (116) SUMMER HILL EASTBOUND
2004/05,Jul,123,27798,Red Light Camera,NOT STOP AT RED LIGHT (CAMERA DETECTED),KING GEORGES ROAD (42) BEVERLY HILLS NORTHBOUND
2004/05,Sep,412,93112,Red Light Camera,NOT STOP AT RED LIGHT (CAMERA DETECTED),PARRAMATTA ROAD (116) SUMMER HILL EASTBOUND
2004/05,Jun,37,8362,Red Light Camera,NOT STOP AT RED LIGHT (CAMERA DETECTED),CORRIMAL STREET (601) WOLLONGONG NORTHBOUND
2004/05,Jun,234,52884,Red Light Camera,NOT STOP AT RED LIGHT (CAMERA DETECTED),CUMBERLAND HIGHWAY (97) SOUTH WENTWORTHVILLE SOUTHBOUND
2004/05,Jun,89,20114,Red Light Camera,NOT STOP AT RED LIGHT (CAMERA DETECTED),AVOCA STREET (161) RANDWICK NORTHBOUND
2004/05,May,269,60794,Red Light Camera,NOT STOP AT RED LIGHT (CAMERA DETECTED),CUMBERLAND HIGHWAY (97) SOUTH WENTWORTHVILLE SOUTHBOUND
2004/05,Jun,137,30962,Red Light Camera,NOT STOP AT RED LIGHT (CAMERA DETECTED),PARKER STREET (93) PENRITH NORTHBOUND
2004/05,May,44,9944,Red Light Camera,NOT STOP AT RED LIGHT (CAMERA DETECTED),HENRY LAWSON DRIVE(29) PEAKHURST WESTBOUND
2004/05,May,66,14916,Red Light Camera,NOT STOP AT RED LIGHT (CAMERA DETECTED),HUME HIGHWAY (151) WARWICK FARM WESTBOUND
2004/05,May,203,45878,Red Light Camera,NOT STOP AT RED LIGHT (CAMERA DETECTED),WOODVILLE ROAD(15) GUILDFORD NORTHBOUND
2004/05,Dec,85,19210,Red Light Camera,NOT STOP AT RED LIGHT (CAMERA DETECTED),MONA VALE ROAD(38) ST IVES SOUTHBOUND
2004/05,Nov,289,65314,Red Light Camera,NOT STOP AT RED LIGHT (CAMERA DETECTED),PITTWATER ROAD (81) BROOKVALE SOUTHBOUND
2004/05,Jan,131,29606,Red Light Camera,NOT STOP AT RED LIGHT (CAMERA DETECTED),PACIFIC HIGHWAY (500) BELMONT SOUTHBOUND
2004/05,Oct,242,54692,Red Light Camera,NOT STOP AT RED LIGHT (CAMERA DETECTED),PACIFIC HIGHWAY (148) LINDFIELD SOUTHBOUND
2004/05,Aug,46,10396,Red Light Camera,NOT STOP AT RED LIGHT (CAMERA DETECTED),WINDANG ROAD (602) WINDANG NORTHBOUND
2004/05,Nov,242,54692,Red Light Camera,NOT STOP AT RED LIGHT (CAMERA DETECTED),KING GEORGES ROAD (83) BEVERLY HILLS (Z) SOUTHBOUND
2004/05,Dec,242,54692,Red Light Camera,NOT STOP AT RED LIGHT (CAMERA DETECTED),PENNANT HILLS ROAD(11) CARLINGFORD SOUTHBOUND
2004/05,Jul,75,16950,Red Light Camera,NOT STOP AT RED LIGHT (CAMERA DETECTED),KING STREET (605) WARRAWONG SOUTHBOUND
2004/05,Apr,13,2938,Red Light Camera,NOT STOP AT RED LIGHT (CAMERA DETECTED),FIVE ISLANDS ROAD (607) PORT KEMBLA NORTHBOUND
2004/05,Apr,18,4068,Red Light Camera,NOT STOP AT RED LIGHT (CAMERA DETECTED),PRINCES HIGHWAY (604) FIGTREE SOUTHBOUND
2004/05,Mar,285,64410,Red Light Camera,NOT STOP AT RED LIGHT (CAMERA DETECTED),SILVERWATER ROAD (115) SILVERWATER SOUTHBOUND
2004/05,Mar,358,80908,Red Light Camera,NOT STOP AT RED LIGHT (CAMERA DETECTED),SHOWGROUND ROAD (71) CASTLE HILL WESTBOUND
2004/05,Mar,70,15820,Red Light Camera,NOT STOP AT RED LIGHT (CAMERA DETECTED),CUMBERLAND HIGHWAY (97) SOUTH WENTWORTHVILLE SOUTHBOUND
2004/05,Mar,225,50850,Red Light Camera,NOT STOP AT RED LIGHT (CAMERA DETECTED),PARKER STREET (93) PENRITH NORTHBOUND
2004/05,Mar,220,49720,Red Light Camera,NOT STOP AT RED LIGHT (CAMERA DETECTED),ANZAC PARADE (92) KENSINGTON NORTHBOUND
2004/05,Mar,79,17854,Red Light Camera,NOT STOP AT RED LIGHT (CAMERA DETECTED),DONALD STREET (512) HAMILTON WESTBOUND
2004/05,Feb,69,15594,Red Light Camera,NOT STOP AT RED LIGHT (CAMERA DETECTED),PARRAMATTA ROAD (79) FIVE DOCK EASTBOUND
2004/05,Feb,220,49720,Red Light Camera,NOT STOP AT RED LIGHT (CAMERA DETECTED),BROADWAY(35) ULTIMO WESTBOUND
2004/05,Sep,39,8814,Red Light Camera,NOT STOP AT RED LIGHT (CAMERA DETECTED),WARDELL ROAD (160) DULWICH HILL NORTHBOUND
2004/05,Nov,3,678,Red Light Camera,NOT STOP AT RED LIGHT (CAMERA DETECTED),OLYMPIC DRIVE(24) LIDCOMBE NORTHBOUND
2004/05,Oct,84,18984,Red Light Camera,NOT STOP AT RED LIGHT (CAMERA DETECTED),DONALD STREET (512) HAMILTON WESTBOUND
2004/05,Dec,143,32318,Red Light Camera,NOT STOP AT RED LIGHT (CAMERA DETECTED),PARRAMATTA ROAD (79) FIVE DOCK EASTBOUND
2004/05,Dec,93,21018,Red Light Camera,NOT STOP AT RED LIGHT (CAMERA DETECTED),PACIFIC HIGHWAY (500) BELMONT SOUTHBOUND
2004/05,Dec,49,11074,Red Light Camera,NOT STOP AT RED LIGHT (CAMERA DETECTED),WARDELL ROAD (160) DULWICH HILL NORTHBOUND
2004/05,Oct,85,19210,Red Light Camera,NOT STOP AT RED LIGHT (CAMERA DETECTED),MILITARY ROAD (126) MOSMAN WESTBOUND
2004/05,Oct,250,56500,Red Light Camera,NOT STOP AT RED LIGHT (CAMERA DETECTED),PACIFIC HIGHWAY (157) TURRAMURRA WESTBOUND
2004/05,Aug,209,47234,Red Light Camera,NOT STOP AT RED LIGHT (CAMERA DETECTED),VICTORIA ROAD (114) PARRAMATTA WESTBOUND
2004/05,Nov,264,59664,Red Light Camera,NOT STOP AT RED LIGHT (CAMERA DETECTED),PARRAMATTA ROAD (14) GRANVILLE WESTBOUND
2004/05,Sep,49,11074,Red Light Camera,NOT STOP AT RED LIGHT (CAMERA DETECTED),PARRAMATTA ROAD (79) FIVE DOCK EASTBOUND
2004/05,Aug,38,8588,Red Light Camera,NOT STOP AT RED LIGHT (CAMERA DETECTED),KINGSWAY (85) WOOLOOWARE WESTBOUND
2004/05,Nov,45,10170,Red Light Camera,NOT STOP AT RED LIGHT (CAMERA DETECTED),CONDAMINE STREET (139) BALGOWLAH NORTHBOUND
2004/05,Apr,36,8136,Red Light Camera,NOT STOP AT RED LIGHT (CAMERA DETECTED),CORRIMAL STREET (601) WOLLONGONG NORTHBOUND
2004/05,Oct,72,16272,Red Light Camera,NOT STOP AT RED LIGHT (CAMERA DETECTED),KING GEORGES ROAD (83) BEVERLY HILLS (Z) SOUTHBOUND
2004/05,Jan,64,14464,Red Light Camera,NOT STOP AT RED LIGHT (CAMERA DETECTED),DONALD STREET (512) HAMILTON WESTBOUND
2004/05,Jan,60,13560,Red Light Camera,NOT STOP AT RED LIGHT (CAMERA DETECTED),WINDANG ROAD (602) WINDANG NORTHBOUND
2004/05,Sep,85,19210,Red Light Camera,NOT STOP AT RED LIGHT (CAMERA DETECTED),WICKS ROAD (75) NORTH RYDE NORTHBOUND
2004/05,Mar,84,18984,Red Light Camera,NOT STOP AT RED LIGHT (CAMERA DETECTED),KING STREET (605) WARRAWONG SOUTHBOUND
2004/05,Feb,78,17628,Red Light Camera,NOT STOP AT RED LIGHT (CAMERA DETECTED),GREAT WESTERN HIGHWAY(20) BLACKTOWN WESTBOUND
2004/05,Feb,93,21018,Red Light Camera,NOT STOP AT RED LIGHT (CAMERA DETECTED),DONALD STREET (512) HAMILTON WESTBOUND
2004/05,Aug,68,15368,Red Light Camera,NOT STOP AT RED LIGHT (CAMERA DETECTED),KING STREET (605) WARRAWONG SOUTHBOUND
2004/05,Apr,26,5876,Red Light Camera,NOT STOP AT RED LIGHT (CAMERA DETECTED),WELLINGTON STREET (87) ROZELLE EASTBOUND
2004/05,Jul,57,12882,Red Light Camera,NOT STOP AT RED LIGHT (CAMERA DETECTED),KINGSWAY (85) WOOLOOWARE WESTBOUND
2004/05,Jul,43,9718,Red Light Camera,NOT STOP AT RED LIGHT (CAMERA DETECTED),RYDE ROAD (73) WEST PYMBLE SOUTHBOUND
2004/05,Nov,36,8136,Red Light Camera,NOT STOP AT RED LIGHT (CAMERA DETECTED),WINDANG ROAD (602) WINDANG NORTHBOUND
2004/05,Jan,21,4746,Red Light Camera,NOT STOP AT RED LIGHT (CAMERA DETECTED),SPRINGHILL ROAD (600) CONISTON EASTBOUND
2005/06,Sep,136,40800,Red Light Camera,NOT STOP AT RED LIGHT (CAMERA DETECTED),GOULBURN STREET (119) SYDNEY EASTBOUND
2005/06,Sep,47,14100,Red Light Camera,NOT STOP AT RED LIGHT (CAMERA DETECTED),HUME HIGHWAY (133) GREENACRE SOUTHBOUND
2005/06,Sep,122,36600,Red Light Camera,NOT STOP AT RED LIGHT (CAMERA DETECTED),HAMILTON ROAD (152) FAIRFIELD WESTBOUND
2005/06,Aug,109,32700,Red Light Camera,NOT STOP AT RED LIGHT (CAMERA DETECTED),SUNNYHOLT ROAD (109) BLACKTOWN SOUTHBOUND
2005/06,Aug,97,29100,Red Light Camera,NOT STOP AT RED LIGHT (CAMERA DETECTED),AVOCA STREET (161) RANDWICK NORTHBOUND
2005/06,Jul,157,47100,Red Light Camera,NOT STOP AT RED LIGHT (CAMERA DETECTED),GREAT WESTERN HIGHWAY(16) PARRAMATTA WESTBOUND
2005/06,Aug,122,36600,Red Light Camera,NOT STOP AT RED LIGHT (CAMERA DETECTED),GEORGES RIVER ROAD (136) CROYDON PARK WESTBOUND
2005/06,Jul,198,59400,Red Light Camera,NOT STOP AT RED LIGHT (CAMERA DETECTED),CROUDACE ROAD (507) LAMBTON NORTHBOUND
2005/06,Jul,141,42300,Red Light Camera,NOT STOP AT RED LIGHT (CAMERA DETECTED),VICTORIA ROAD (114) PARRAMATTA WESTBOUND
2005/06,Sep,71,21300,Red Light Camera,NOT STOP AT RED LIGHT (CAMERA DETECTED),RYDE ROAD (138) GLADESVILLE WESTBOUND
2005/06,Jul,45,13500,Red Light Camera,NOT STOP AT RED LIGHT (CAMERA DETECTED),PACIFIC HIGHWAY (500) BELMONT SOUTHBOUND
2006/07,Jun,6,1848,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,CANTERBURY ROAD (89) CAMPSIE WESTBOUND
2006/07,Apr,5,1540,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,STONEY CREEK ROAD (140) PEAKHURST WESTBOUND
2006/07,Mar,3,924,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,FIVE ISLANDS RD (BRAMBLES CNR) WARRAWONG SOUTHBOUND
2006/07,Jan,10,3080,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,PARRAMATTA ROAD (14) GRANVILLE WESTBOUND
2006/07,Jan,2,616,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,VICTORIA ROAD (86) ERMINGTON WESTBOUND
2006/07,Nov,8,2464,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,NEW SOUTH HEAD ROAD (144) DOUBLE BAY WESTBOUND
2006/07,Nov,3,924,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,PRINCES HIGHWAY(6) KOGARAH SOUTHBOUND
2006/07,Feb,4,1232,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,MONA VALE ROAD(38) ST IVES SOUTHBOUND
2006/07,Dec,4,1232,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,VICTORIA ROAD (86) ERMINGTON WESTBOUND
2006/07,Dec,2,616,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,PARRAMATTA ROAD (14) GRANVILLE WESTBOUND
2006/07,Oct,5,1540,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,NEW SOUTH HEAD ROAD (144) DOUBLE BAY WESTBOUND
2006/07,Aug,4,1232,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,HUME HWY (LIVERPOOL ROAD)(5) BURWOOD (Z) EASTBOUND
2006/07,Aug,8,2464,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,HUME HIGHWAY (133) GREENACRE SOUTHBOUND
2006/07,Mar,11,3388,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,PARRAMATTA ROAD (14) GRANVILLE WESTBOUND
2006/07,Dec,3,924,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,MONA VALE ROAD(38) ST IVES SOUTHBOUND
2006/07,Aug,2,616,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,ANZAC PARADE (143) MAROUBRA SOUTHBOUND
2006/07,Jul,4,1232,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,O'CONNELL STREET(22) PARRAMATTA SOUTHBOUND
2006/07,Sep,9,2772,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,PENNANT HILLS ROAD(11) CARLINGFORD SOUTHBOUND
2006/07,Jun,89,27412,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,PACIFIC HIGHWAY (500) BELMONT SOUTHBOUND
2006/07,Jun,18,5544,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,PRINCES HIGHWAY BULLI (Z) SOUTHBOUND
2006/07,Jun,92,28336,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,PITTWATER ROAD (81) BROOKVALE SOUTHBOUND
2006/07,May,102,31416,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,NEWTON ROAD (156) BLACKTOWN WESTBOUND
2006/07,Jun,103,31724,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,VICTORIA STREET (62) SMITHFIELD WESTBOUND
2006/07,Jun,64,19712,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,NEWTON ROAD (156) BLACKTOWN WESTBOUND
2006/07,Apr,138,42504,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,MOWBRAY ROAD (110) WILLOUGHBY EASTBOUND
2006/07,Mar,59,18172,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,DONALD STREET (512) HAMILTON WESTBOUND
2006/07,Mar,224,68992,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,VICTORIA ROAD (86) ERMINGTON WESTBOUND
2006/07,Jan,157,48356,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,ANZAC PARADE (143) MAROUBRA SOUTHBOUND
2006/07,Jan,61,18788,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,ROCKY POINT ROAD (142) RAMSGATE SOUTHBOUND
2006/07,Jan,62,19096,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,PRINCES HIGHWAY (604) FIGTREE SOUTHBOUND
2006/07,Nov,254,78232,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,OLD SOUTH HEAD ROAD (108) BONDI JUNCTION WESTBOUND
2006/07,Nov,79,24332,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,MACQUARIE ROAD (506) CARDIFF NORTHBOUND
2006/07,Oct,36,11088,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,MACQUARIE ROAD (506) CARDIFF NORTHBOUND
2006/07,Oct,314,96712,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,PACIFIC HIGHWAY (157) TURRAMURRA WESTBOUND
2006/07,Feb,149,45892,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,VICTORIA ROAD (86) ERMINGTON WESTBOUND
2006/07,Feb,30,9240,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,CANTERBURY ROAD(28) PUNCHBOWL EASTBOUND
2006/07,Dec,83,25564,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,FIVE ISLANDS RD (BRAMBLES CNR) WARRAWONG SOUTHBOUND
2006/07,Dec,34,10472,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,KING GEORGES ROAD (42) BEVERLY HILLS NORTHBOUND
2006/07,Dec,60,18480,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,CORRIMAL STREET (610) WOLLONGONG SOUTHBOUND
2006/07,Dec,23,7084,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,SPRINGHILL ROAD (600) CONISTON EASTBOUND
2006/07,Oct,123,37884,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,ROCKY POINT ROAD (142) RAMSGATE SOUTHBOUND
2006/07,Oct,118,36344,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,ANZAC PARADE (143) MAROUBRA SOUTHBOUND
2006/07,Oct,101,31108,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,PRINCES HIGHWAY(6) KOGARAH SOUTHBOUND
2006/07,Oct,100,30800,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,SACKVILLE STREET (63) CANLEY VALE NORTHBOUND
2006/07,Aug,33,10164,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,SPRINGHILL ROAD (600) CONISTON EASTBOUND
2006/07,Sep,65,20020,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,MACQUARIE ROAD (506) CARDIFF NORTHBOUND
2006/07,Sep,116,35728,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,MONA VALE ROAD(38) ST IVES SOUTHBOUND
2006/07,Aug,153,47124,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,HUME HIGHWAY(8) YAGOONA (Z) EASTBOUND
2006/07,Aug,66,20328,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,MAIN ROAD (503) GLENDALE EASTBOUND
2006/07,Aug,121,37268,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,ROCKY POINT ROAD (142) RAMSGATE SOUTHBOUND
2006/07,Aug,20,6160,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,PRINCES HIGHWAY BULLI (Z) SOUTHBOUND
2006/07,Jul,206,63448,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,ANZAC PARADE (143) MAROUBRA SOUTHBOUND
2006/07,May,17,5236,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,SPRINGHILL ROAD (600) CONISTON EASTBOUND
2006/07,May,59,18172,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,CORRIMAL STREET (610) WOLLONGONG SOUTHBOUND
2006/07,Jan,132,40656,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,HUME HIGHWAY(8) YAGOONA (Z) EASTBOUND
2006/07,Nov,35,10780,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,CROUDACE ROAD (507) LAMBTON NORTHBOUND
2006/07,Oct,9,2772,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,SPRINGHILL ROAD (600) CONISTON EASTBOUND
2006/07,Sep,61,18788,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,KINGSWAY (85) WOOLOOWARE WESTBOUND
2006/07,Sep,39,12012,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,BLAXLAND ROAD (149) EASTWOOD NORTHBOUND
2006/07,Sep,71,21868,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,DONALD STREET (512) HAMILTON WESTBOUND
2006/07,Sep,18,5544,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,SPRINGHILL ROAD (600) CONISTON EASTBOUND
2006/07,Jul,75,23100,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,DONALD STREET (512) HAMILTON WESTBOUND
2006/07,Jul,110,33880,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,SACKVILLE STREET (63) CANLEY VALE NORTHBOUND
2005/06,Jun,3,900,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,O'RIORDAN STREET (162) MASCOT SOUTHBOUND
2005/06,Mar,4,1200,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,MONA VALE ROAD(38) ST IVES WESTBOUND
2005/06,Dec,2,600,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,PRINCES HIGHWAY (84) SYLVANIA HEIGHTS NORTHBOUND
2005/06,Dec,12,3600,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,OLD SOUTH HEAD ROAD (108) BONDI JUNCTION WESTBOUND
2005/06,Dec,8,2400,Red Light Camera,Not Stop At Red Light - Camera Detected - Corporation,CONCORD ROAD (100) STRATHFIELD NORTH (Z) NORTHBOUND
2005/06,Jun,284,85200,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,NEW SOUTH HEAD ROAD (144) DOUBLE BAY WESTBOUND
2005/06,Jun,22,6600,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,MAIN ROAD (503) GLENDALE EASTBOUND
2005/06,Jun,80,24000,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,DONALD STREET (512) HAMILTON WESTBOUND
2005/06,Jun,146,43800,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,MONA VALE ROAD(38) ST IVES SOUTHBOUND
2005/06,Jun,156,46800,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,ANZAC PARADE (143) MAROUBRA SOUTHBOUND
2005/06,May,88,26400,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,KING STREET (605) WARRAWONG SOUTHBOUND
2005/06,May,67,20100,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,PRINCES HIGHWAY (84) SYLVANIA HEIGHTS NORTHBOUND
2005/06,Apr,241,72300,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,HUME HWY (LIVERPOOL ROAD)(5) BURWOOD (Z) EASTBOUND
2005/06,Apr,335,100500,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,NEW SOUTH HEAD ROAD (144) DOUBLE BAY WESTBOUND
2005/06,Apr,89,26700,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,PACIFIC HIGHWAY (157) TURRAMURRA WESTBOUND
2005/06,Apr,92,27600,Red Light Camera,Not Stop At Red Light - Camera Detected - Individual,MONA VALE ROAD(38) ST IVES SOUTHBOUND
